총점,회사,날짜,별점,요약,장점,단점,경영진에게
2.5,(주)알비케이이엠디,2021. 12,2점,"""과거엔 카메라모듈의 학원이라고 불릴만큼 기술력이 좋았습니다.""","기술력을 배울 수 있으며, 잘하면 양산경험을 득할수 있습니다. 열심히하면 스킬이 늘수있습니다.","주식회사다보니 대표가 종종 바뀌기도 하며 가끔 분위기가 어수선하고, 야근이 많은 편이다.",경영진 교체에 대해 직원들에게 빠른 정보공유가되어 혼란이 적으면 좋겠습니다.
2.5,(주)알비케이이엠디,2021. 06,4점,"""사내분위기가 다소 쳐져 있으나 동료간 서로 터치가 적어서 그다지 스트레스가 많지 않은 곳""","연차를 눈치 보지 않고 쓸수 있고 구내 식당이용, 보험제도 등 복지도 나쁘지 않아 좋다. 학교내 기업이 있어 점심 먹고 산책하기 좋다.",재무등 탄탄하지 못하여 이직 등이 잦고 불안정한 모습이 있다. 많은 수가 퇴사를 하고 이직 하는 등 안정적이지 못함,현재 기업이 살아날 수 있도록 남아 있는 분들이 최선을 다해 주세요.
2.5,(주)알비케이이엠디,2021. 05,3점,"""이전에는 개발자 대우가 좋았지만 지금은 화사가 어려워졌다는 것을 알게 되었다""",개발자 대우가 좋았지만 지금 어려워졌고 있어 어떨지 모르겠다 굳이 안가는게 좋을듯 싶다,매출은 꾸준하지만 지금은 회사 자체가 어려움 대표 배임건으로 안좋은,경영진이 할수있는 것이 있을까요 지금은 없을것 같다 그전에 잘했어야지
2.5,(주)알비케이이엠디,2021. 03,3점,"""기업비전이 아쉽고, 남아있는 전문 인력이 이제는 없을껍니다""","연차 자유롭고, 업무강도 약하고 일하는건 좋았습니다. 사람들도 좋고요",기업에 비전이 없습니다. 뭐하는 회사인지 모를때가 많았어요,여러 우여곡절이 많음 회사지만 잘 되었으면 좋겠습니다.
2.5,(주)알비케이이엠디,2021. 02,3점,"""개발자가 인정받을 수 있는 기업, 그 외 직종은 좀 힘든 기업""","연차를 마음대로 쓸수 있음, 비교적 워라벨 있는 삶을 살 수 있음. 그 외 특이한 사항 없음","복지 제도가 다양하지 않음, 특별할것 없는 점심. 협력이 잘 되지 않음. 그 외 특이 사항 없음",회사 이익과 직원의 복지를 함께 생각해주길
2.5,(주)알비케이이엠디,2020. 12,3점,"""기초는 튼튼한데 결정권자들이 회사를 부실하게 만드는게 큼""","기초가 튼튼하고 직원끼리는 융통성있게 일함
연봉도 나쁜진 않음",회사의 경영이 어려워져 비젼이 크진 않다고 봄 지금도 휘청거리는걸로 알고 있음,자기 이득으로 사람을 뽑거나 짜르지말고 진짜 회사에 필요한 사람을 남겨야하는데 이제는 그런 사람이 있는지 모르겠네.. 잘되었으면 좋겠는데 아쉬워서 글 남김
2.5,(주)알비케이이엠디,2020. 12,1점,"""전문생산품인 vcm을 하나도 모르는 녹원이 인수한 회사 하이소닉의 매출 개선에 대하여 1도 관심이 없는 불운의 회사""",워라벨 가능 생산기지 회외거점으로 워라벨 보장 업무에 대하여 그누구도 관심없음.,"1. 무능한 임원진
2. 무관심한 경영자
3. 고객사들에게도 외면","회사 체질개선이 필요할때 입니다.
문제점을 잘 파악하시고, 하이소닉보다 못한 외부업체에서 임원 한명 대리고와서 더 망하게 하지마시길.."
2.5,(주)알비케이이엠디,2020. 11,2점,"""진짜 거지같고 병신같은 쓰레기같은 그냥 와 이건 뭐 말할가치가 없는""",와 장점을 말하라고 하면 뭐랄까 그 커피를 무제한으로 먹을수 있아,단점은 30자로는 충분하지 않으나 간추려서 말하면 시간을 인력으로 녹이는 기분,어차피 경양진 대다수가 이미 감옥에가서 여기 글을 못본다는게 신의 한수
2.5,(주)알비케이이엠디,2020. 10,2점,"""예전엔 업계에서 평균 이상의 대우로 일도 많이 배울 수 있는 곳이었으나, 경영진 횡령 배임 사건 이후 회복을 못하고 있음""","연차사용 눈치 안 보고, 대체로 워라밸은 좋다고 볼 수 있음","횡령배임 사건 이후로 회복을 못하고, 업계에서도 매출을 찍지 못해서 존폐의 위기까지 감. 다만 새로운 경영진이 어떻게는 상장 유지시켜서 다른 사업구도를 만들어보려 하는 듯함",무엇이든 신규사업추진을 잘해서 회사를 잘 유지시켰으면 함
2.5,(주)알비케이이엠디,2020. 10,2점,"""스마트폰 등 모바일 디바이스에 적용되는 액츄에이터 시스템 전문기업이며 액츄에이터는 스마트 디바이스용 카메라에 대부분 장착되는 부품""",다양한 신사업 아이템 개발로 인하여 시각의 폭을 넓힐 수 있음.,실무자 인원이 많지않기 때문에 여러가지 업무를 맡아서 진행.,체계적 인력성장을 위한 프로젝트별 충분한 인력 배분 필요.
